,interval,label,video_path,video_num
2161,27:57 - 28:0,0,../data/short_videos/5/5_559.mp4,5
2162,28:0 - 28:3,0,../data/short_videos/5/5_560.mp4,5
2163,0:9 - 0:12,0,../data/short_videos/5/5_3.mp4,5
2164,26:57 - 27:0,0,../data/short_videos/5/5_539.mp4,5
2165,2:39 - 2:42,0,../data/short_videos/5/5_53.mp4,5
2166,22:30 - 22:33,0,../data/short_videos/5/5_450.mp4,5
2167,4:24 - 4:27,0,../data/short_videos/5/5_88.mp4,5
2168,18:15 - 18:18,0,../data/short_videos/5/5_365.mp4,5
2169,4:51 - 4:54,0,../data/short_videos/5/5_97.mp4,5
2170,3:27 - 3:30,0,../data/short_videos/5/5_69.mp4,5
2171,16:57 - 17:0,0,../data/short_videos/5/5_339.mp4,5
2172,19:54 - 19:57,0,../data/short_videos/5/5_398.mp4,5
2173,17:27 - 17:30,0,../data/short_videos/5/5_349.mp4,5
2174,24:57 - 25:0,0,../data/short_videos/5/5_499.mp4,5
2175,4:57 - 5:0,0,../data/short_videos/5/5_99.mp4,5
2176,28:45 - 28:48,0,../data/short_videos/5/5_575.mp4,5
2177,22:48 - 22:51,0,../data/short_videos/5/5_456.mp4,5
2178,27:39 - 27:42,0,../data/short_videos/5/5_553.mp4,5
2179,14:30 - 14:33,0,../data/short_videos/5/5_290.mp4,5
2180,27:30 - 27:33,0,../data/short_videos/5/5_550.mp4,5
2181,12:12 - 12:15,0,../data/short_videos/5/5_244.mp4,5
2182,20:12 - 20:15,0,../data/short_videos/5/5_404.mp4,5
2183,6:21 - 6:24,0,../data/short_videos/5/5_127.mp4,5
2184,19:39 - 19:42,0,../data/short_videos/5/5_393.mp4,5
2185,21:30 - 21:33,0,../data/short_videos/5/5_430.mp4,5
2186,19:3 - 19:6,0,../data/short_videos/5/5_381.mp4,5
2187,24:36 - 24:39,0,../data/short_videos/5/5_492.mp4,5
2188,18:54 - 18:57,0,../data/short_videos/5/5_378.mp4,5
2189,9:57 - 10:0,0,../data/short_videos/5/5_199.mp4,5
2190,4:39 - 4:42,0,../data/short_videos/5/5_93.mp4,5
2191,0:18 - 0:21,0,../data/short_videos/5/5_6.mp4,5
2192,29:57 - 30:0,0,../data/short_videos/5/5_599.mp4,5
2193,5:18 - 5:21,0,../data/short_videos/5/5_106.mp4,5
2194,12:42 - 12:45,0,../data/short_videos/5/5_254.mp4,5
2195,17:45 - 17:48,0,../data/short_videos/5/5_355.mp4,5
2196,24:9 - 24:12,0,../data/short_videos/5/5_483.mp4,5
2197,27:15 - 27:18,0,../data/short_videos/5/5_545.mp4,5
2198,6:6 - 6:9,0,../data/short_videos/5/5_122.mp4,5
2199,27:27 - 27:30,0,../data/short_videos/5/5_549.mp4,5
2200,8:39 - 8:42,0,../data/short_videos/5/5_173.mp4,5
2201,10:36 - 10:39,0,../data/short_videos/5/5_212.mp4,5
2202,23:21 - 23:24,0,../data/short_videos/5/5_467.mp4,5
2203,28:18 - 28:21,0,../data/short_videos/5/5_566.mp4,5
2204,25:51 - 25:54,0,../data/short_videos/5/5_517.mp4,5
2205,3:45 - 3:48,0,../data/short_videos/5/5_75.mp4,5
2206,22:21 - 22:24,0,../data/short_videos/5/5_447.mp4,5
2207,26:51 - 26:54,0,../data/short_videos/5/5_537.mp4,5
2208,4:0 - 4:3,0,../data/short_videos/5/5_80.mp4,5
2209,24:39 - 24:42,0,../data/short_videos/5/5_493.mp4,5
2210,15:12 - 15:15,0,../data/short_videos/5/5_304.mp4,5
2211,3:48 - 3:51,0,../data/short_videos/5/5_76.mp4,5
2212,29:9 - 29:12,0,../data/short_videos/5/5_583.mp4,5
2213,12:9 - 12:12,0,../data/short_videos/5/5_243.mp4,5
2214,28:24 - 28:27,0,../data/short_videos/5/5_568.mp4,5
2215,2:21 - 2:24,0,../data/short_videos/5/5_47.mp4,5
2216,7:45 - 7:48,0,../data/short_videos/5/5_155.mp4,5
2217,5:24 - 5:27,0,../data/short_videos/5/5_108.mp4,5
2218,27:0 - 27:3,0,../data/short_videos/5/5_540.mp4,5
2219,8:54 - 8:57,0,../data/short_videos/5/5_178.mp4,5
2220,12:54 - 12:57,0,../data/short_videos/5/5_258.mp4,5
2221,1:42 - 1:45,0,../data/short_videos/5/5_34.mp4,5
2222,20:39 - 20:42,0,../data/short_videos/5/5_413.mp4,5
2223,6:15 - 6:18,0,../data/short_videos/5/5_125.mp4,5
2224,0:21 - 0:24,0,../data/short_videos/5/5_7.mp4,5
2225,15:57 - 16:0,0,../data/short_videos/5/5_319.mp4,5
2226,15:48 - 15:51,0,../data/short_videos/5/5_316.mp4,5
2227,13:45 - 13:48,0,../data/short_videos/5/5_275.mp4,5
2228,18:33 - 18:36,0,../data/short_videos/5/5_371.mp4,5
2229,13:51 - 13:54,0,../data/short_videos/5/5_277.mp4,5
2230,9:6 - 9:9,0,../data/short_videos/5/5_182.mp4,5
2231,15:6 - 15:9,0,../data/short_videos/5/5_302.mp4,5
2232,24:24 - 24:27,0,../data/short_videos/5/5_488.mp4,5
2233,14:42 - 14:45,0,../data/short_videos/5/5_294.mp4,5
2234,4:9 - 4:12,0,../data/short_videos/5/5_83.mp4,5
2235,5:33 - 5:36,0,../data/short_videos/5/5_111.mp4,5
2236,25:24 - 25:27,0,../data/short_videos/5/5_508.mp4,5
2237,8:0 - 8:3,0,../data/short_videos/5/5_160.mp4,5
2238,2:48 - 2:51,0,../data/short_videos/5/5_56.mp4,5
2239,5:54 - 5:57,0,../data/short_videos/5/5_118.mp4,5
2240,8:6 - 8:9,0,../data/short_videos/5/5_162.mp4,5
2241,11:57 - 12:0,0,../data/short_videos/5/5_239.mp4,5
2242,10:51 - 10:54,0,../data/short_videos/5/5_217.mp4,5
2243,8:45 - 8:48,0,../data/short_videos/5/5_175.mp4,5
2244,17:39 - 17:42,0,../data/short_videos/5/5_353.mp4,5
2245,9:9 - 9:12,0,../data/short_videos/5/5_183.mp4,5
2246,25:42 - 25:45,0,../data/short_videos/5/5_514.mp4,5
2247,4:33 - 4:36,0,../data/short_videos/5/5_91.mp4,5
2248,0:39 - 0:42,0,../data/short_videos/5/5_13.mp4,5
2249,12:6 - 12:9,0,../data/short_videos/5/5_242.mp4,5
2250,10:54 - 10:57,0,../data/short_videos/5/5_218.mp4,5
2251,20:42 - 20:45,0,../data/short_videos/5/5_414.mp4,5
2252,1:33 - 1:36,0,../data/short_videos/5/5_31.mp4,5
2253,20:30 - 20:33,0,../data/short_videos/5/5_410.mp4,5
2254,0:12 - 0:15,0,../data/short_videos/5/5_4.mp4,5
2255,16:45 - 16:48,0,../data/short_videos/5/5_335.mp4,5
2256,24:18 - 24:21,0,../data/short_videos/5/5_486.mp4,5
2257,25:15 - 25:18,0,../data/short_videos/5/5_505.mp4,5
2258,23:51 - 23:54,0,../data/short_videos/5/5_477.mp4,5
2259,6:54 - 6:57,0,../data/short_videos/5/5_138.mp4,5
2260,7:42 - 7:45,0,../data/short_videos/5/5_154.mp4,5
2261,1:27 - 1:30,0,../data/short_videos/5/5_29.mp4,5
2262,5:48 - 5:51,0,../data/short_videos/5/5_116.mp4,5
2263,16:36 - 16:39,0,../data/short_videos/5/5_332.mp4,5
2264,6:39 - 6:42,0,../data/short_videos/5/5_133.mp4,5
2265,25:33 - 25:36,0,../data/short_videos/5/5_511.mp4,5
2266,27:12 - 27:15,0,../data/short_videos/5/5_544.mp4,5
2267,8:12 - 8:15,0,../data/short_videos/5/5_164.mp4,5
2268,21:36 - 21:39,0,../data/short_videos/5/5_432.mp4,5
2269,23:6 - 23:9,0,../data/short_videos/5/5_462.mp4,5
2270,29:36 - 29:39,0,../data/short_videos/5/5_592.mp4,5
2271,3:12 - 3:15,0,../data/short_videos/5/5_64.mp4,5
2272,26:39 - 26:42,0,../data/short_videos/5/5_533.mp4,5
2273,22:9 - 22:12,0,../data/short_videos/5/5_443.mp4,5
2274,11:42 - 11:45,0,../data/short_videos/5/5_234.mp4,5
2275,11:12 - 11:15,0,../data/short_videos/5/5_224.mp4,5
2276,17:15 - 17:18,0,../data/short_videos/5/5_345.mp4,5
2277,20:6 - 20:9,0,../data/short_videos/5/5_402.mp4,5
2278,2:18 - 2:21,0,../data/short_videos/5/5_46.mp4,5
2279,7:21 - 7:24,0,../data/short_videos/5/5_147.mp4,5
2280,8:33 - 8:36,0,../data/short_videos/5/5_171.mp4,5
2281,9:0 - 9:3,0,../data/short_videos/5/5_180.mp4,5
2282,19:15 - 19:18,0,../data/short_videos/5/5_385.mp4,5
2283,22:39 - 22:42,0,../data/short_videos/5/5_453.mp4,5
2284,26:12 - 26:15,0,../data/short_videos/5/5_524.mp4,5
2285,7:33 - 7:36,0,../data/short_videos/5/5_151.mp4,5
2286,8:9 - 8:12,0,../data/short_videos/5/5_163.mp4,5
2287,2:33 - 2:36,0,../data/short_videos/5/5_51.mp4,5
2288,6:0 - 6:3,0,../data/short_videos/5/5_120.mp4,5
2289,23:48 - 23:51,0,../data/short_videos/5/5_476.mp4,5
2290,13:33 - 13:36,0,../data/short_videos/5/5_271.mp4,5
2291,12:51 - 12:54,0,../data/short_videos/5/5_257.mp4,5
2292,19:6 - 19:9,0,../data/short_videos/5/5_382.mp4,5
2293,5:27 - 5:30,0,../data/short_videos/5/5_109.mp4,5
2294,3:9 - 3:12,0,../data/short_videos/5/5_63.mp4,5
2295,29:24 - 29:27,0,../data/short_videos/5/5_588.mp4,5
2296,18:3 - 18:6,0,../data/short_videos/5/5_361.mp4,5
2297,15:0 - 15:3,0,../data/short_videos/5/5_300.mp4,5
2298,21:33 - 21:36,0,../data/short_videos/5/5_431.mp4,5
2299,19:18 - 19:21,0,../data/short_videos/5/5_386.mp4,5
2300,18:39 - 18:42,0,../data/short_videos/5/5_373.mp4,5
2301,0:27 - 0:30,0,../data/short_videos/5/5_9.mp4,5
2302,6:57 - 7:0,0,../data/short_videos/5/5_139.mp4,5
2303,5:6 - 5:9,0,../data/short_videos/5/5_102.mp4,5
2304,0:57 - 1:0,0,../data/short_videos/5/5_19.mp4,5
2305,26:24 - 26:27,0,../data/short_videos/5/5_528.mp4,5
2306,12:36 - 12:39,0,../data/short_videos/5/5_252.mp4,5
2307,11:15 - 11:18,0,../data/short_videos/5/5_225.mp4,5
2308,7:6 - 7:9,0,../data/short_videos/5/5_142.mp4,5
2309,9:45 - 9:48,0,../data/short_videos/5/5_195.mp4,5
2310,9:21 - 9:24,0,../data/short_videos/5/5_187.mp4,5
2311,3:51 - 3:54,0,../data/short_videos/5/5_77.mp4,5
2312,13:24 - 13:27,0,../data/short_videos/5/5_268.mp4,5
2313,29:39 - 29:42,0,../data/short_videos/5/5_593.mp4,5
2314,5:0 - 5:3,0,../data/short_videos/5/5_100.mp4,5
2315,23:39 - 23:42,0,../data/short_videos/5/5_473.mp4,5
2316,19:57 - 20:0,0,../data/short_videos/5/5_399.mp4,5
2317,25:12 - 25:15,0,../data/short_videos/5/5_504.mp4,5
2318,2:42 - 2:45,0,../data/short_videos/5/5_54.mp4,5
2319,11:24 - 11:27,0,../data/short_videos/5/5_228.mp4,5
2320,29:12 - 29:15,0,../data/short_videos/5/5_584.mp4,5
2321,19:0 - 19:3,0,../data/short_videos/5/5_380.mp4,5
2322,12:21 - 12:24,0,../data/short_videos/5/5_247.mp4,5
2323,27:9 - 27:12,0,../data/short_videos/5/5_543.mp4,5
2324,1:48 - 1:51,0,../data/short_videos/5/5_36.mp4,5
2325,25:54 - 25:57,0,../data/short_videos/5/5_518.mp4,5
2326,13:42 - 13:45,0,../data/short_videos/5/5_274.mp4,5
2327,14:15 - 14:18,0,../data/short_videos/5/5_285.mp4,5
2328,5:9 - 5:12,0,../data/short_videos/5/5_103.mp4,5
2329,9:39 - 9:42,0,../data/short_videos/5/5_193.mp4,5
2330,11:6 - 11:9,0,../data/short_videos/5/5_222.mp4,5
2331,28:42 - 28:45,0,../data/short_videos/5/5_574.mp4,5
2332,9:12 - 9:15,0,../data/short_videos/5/5_184.mp4,5
2333,21:6 - 21:9,0,../data/short_videos/5/5_422.mp4,5
2334,12:24 - 12:27,0,../data/short_videos/5/5_248.mp4,5
2335,19:27 - 19:30,0,../data/short_videos/5/5_389.mp4,5
2336,17:24 - 17:27,0,../data/short_videos/5/5_348.mp4,5
2337,10:45 - 10:48,0,../data/short_videos/5/5_215.mp4,5
2338,16:21 - 16:24,0,../data/short_videos/5/5_327.mp4,5
2339,2:3 - 2:6,0,../data/short_videos/5/5_41.mp4,5
2340,2:54 - 2:57,0,../data/short_videos/5/5_58.mp4,5
2341,6:30 - 6:33,0,../data/short_videos/5/5_130.mp4,5
2342,6:48 - 6:51,0,../data/short_videos/5/5_136.mp4,5
2343,7:18 - 7:21,0,../data/short_videos/5/5_146.mp4,5
2344,7:24 - 7:27,0,../data/short_videos/5/5_148.mp4,5
2345,24:12 - 24:15,0,../data/short_videos/5/5_484.mp4,5
2346,25:6 - 25:9,0,../data/short_videos/5/5_502.mp4,5
2347,10:6 - 10:9,0,../data/short_videos/5/5_202.mp4,5
2348,2:24 - 2:27,0,../data/short_videos/5/5_48.mp4,5
2349,1:3 - 1:6,0,../data/short_videos/5/5_21.mp4,5
2350,23:36 - 23:39,0,../data/short_videos/5/5_472.mp4,5
2351,25:39 - 25:42,0,../data/short_videos/5/5_513.mp4,5
2352,22:27 - 22:30,0,../data/short_videos/5/5_449.mp4,5
2353,7:54 - 7:57,0,../data/short_videos/5/5_158.mp4,5
2354,27:45 - 27:48,0,../data/short_videos/5/5_555.mp4,5
2355,11:18 - 11:21,0,../data/short_videos/5/5_226.mp4,5
2356,17:12 - 17:15,0,../data/short_videos/5/5_344.mp4,5
2357,26:48 - 26:51,0,../data/short_videos/5/5_536.mp4,5
2358,14:21 - 14:24,0,../data/short_videos/5/5_287.mp4,5
2359,17:57 - 18:0,0,../data/short_videos/5/5_359.mp4,5
2360,16:48 - 16:51,0,../data/short_videos/5/5_336.mp4,5
2361,8:36 - 8:39,0,../data/short_videos/5/5_172.mp4,5
2362,17:36 - 17:39,0,../data/short_videos/5/5_352.mp4,5
2363,24:42 - 24:45,0,../data/short_videos/5/5_494.mp4,5
2364,10:3 - 10:6,0,../data/short_videos/5/5_201.mp4,5
2365,1:15 - 1:18,0,../data/short_videos/5/5_25.mp4,5
2366,19:33 - 19:36,0,../data/short_videos/5/5_391.mp4,5
2367,2:45 - 2:48,0,../data/short_videos/5/5_55.mp4,5
2368,9:27 - 9:30,0,../data/short_videos/5/5_189.mp4,5
2369,11:48 - 11:51,0,../data/short_videos/5/5_236.mp4,5
2370,20:57 - 21:0,0,../data/short_videos/5/5_419.mp4,5
2371,21:48 - 21:51,0,../data/short_videos/5/5_436.mp4,5
2372,25:21 - 25:24,0,../data/short_videos/5/5_507.mp4,5
2373,14:9 - 14:12,0,../data/short_videos/5/5_283.mp4,5
2374,7:3 - 7:6,0,../data/short_videos/5/5_141.mp4,5
2375,14:45 - 14:48,0,../data/short_videos/5/5_295.mp4,5
2376,11:54 - 11:57,0,../data/short_videos/5/5_238.mp4,5
2377,22:36 - 22:39,0,../data/short_videos/5/5_452.mp4,5
2378,14:12 - 14:15,0,../data/short_videos/5/5_284.mp4,5
2379,19:51 - 19:54,0,../data/short_videos/5/5_397.mp4,5
2380,27:3 - 27:6,0,../data/short_videos/5/5_541.mp4,5
2381,11:9 - 11:12,0,../data/short_videos/5/5_223.mp4,5
2382,14:6 - 14:9,0,../data/short_videos/5/5_282.mp4,5
2383,0:30 - 0:33,0,../data/short_videos/5/5_10.mp4,5
2384,7:39 - 7:42,0,../data/short_videos/5/5_153.mp4,5
2385,17:42 - 17:45,0,../data/short_videos/5/5_354.mp4,5
2386,20:3 - 20:6,0,../data/short_videos/5/5_401.mp4,5
2387,22:18 - 22:21,0,../data/short_videos/5/5_446.mp4,5
2388,16:54 - 16:57,0,../data/short_videos/5/5_338.mp4,5
2389,0:51 - 0:54,0,../data/short_videos/5/5_17.mp4,5
2390,24:48 - 24:51,0,../data/short_videos/5/5_496.mp4,5
2391,0:36 - 0:39,0,../data/short_videos/5/5_12.mp4,5
2392,21:18 - 21:21,0,../data/short_videos/5/5_426.mp4,5
2393,10:33 - 10:36,0,../data/short_videos/5/5_211.mp4,5
2394,20:27 - 20:30,0,../data/short_videos/5/5_409.mp4,5
2395,2:27 - 2:30,0,../data/short_videos/5/5_49.mp4,5
2396,23:9 - 23:12,0,../data/short_videos/5/5_463.mp4,5
2397,4:30 - 4:33,0,../data/short_videos/5/5_90.mp4,5
2398,0:24 - 0:27,0,../data/short_videos/6/6_8.mp4,6
2399,19:6 - 19:9,2,../data/short_videos/6/6_382.mp4,6
2400,14:54 - 14:57,0,../data/short_videos/6/6_298.mp4,6
2401,20:12 - 20:15,2,../data/short_videos/6/6_404.mp4,6
2402,28:33 - 28:36,0,../data/short_videos/6/6_571.mp4,6
2403,8:0 - 8:3,0,../data/short_videos/6/6_160.mp4,6
2404,22:12 - 22:15,0,../data/short_videos/6/6_444.mp4,6
2405,2:33 - 2:36,1,../data/short_videos/6/6_51.mp4,6
2406,26:27 - 26:30,0,../data/short_videos/6/6_529.mp4,6
2407,17:6 - 17:9,0,../data/short_videos/6/6_342.mp4,6
2408,19:42 - 19:45,2,../data/short_videos/6/6_394.mp4,6
2409,2:42 - 2:45,1,../data/short_videos/6/6_54.mp4,6
2410,26:39 - 26:42,0,../data/short_videos/6/6_533.mp4,6
2411,17:39 - 17:42,0,../data/short_videos/6/6_353.mp4,6
2412,8:54 - 8:57,0,../data/short_videos/6/6_178.mp4,6
2413,29:30 - 29:33,0,../data/short_videos/6/6_590.mp4,6
2414,1:6 - 1:9,1,../data/short_videos/6/6_22.mp4,6
2415,1:45 - 1:48,1,../data/short_videos/6/6_35.mp4,6
2416,16:3 - 16:6,2,../data/short_videos/6/6_321.mp4,6
2417,8:45 - 8:48,0,../data/short_videos/6/6_175.mp4,6
2418,3:0 - 3:3,0,../data/short_videos/6/6_60.mp4,6
2419,20:3 - 20:6,2,../data/short_videos/6/6_401.mp4,6
2420,10:54 - 10:57,1,../data/short_videos/6/6_218.mp4,6
2421,5:3 - 5:6,1,../data/short_videos/6/6_101.mp4,6
2422,21:33 - 21:36,0,../data/short_videos/6/6_431.mp4,6
2423,18:54 - 18:57,0,../data/short_videos/6/6_378.mp4,6
2424,16:39 - 16:42,0,../data/short_videos/6/6_333.mp4,6
2425,26:51 - 26:54,0,../data/short_videos/6/6_537.mp4,6
2426,25:48 - 25:51,0,../data/short_videos/6/6_516.mp4,6
2427,28:9 - 28:12,0,../data/short_videos/6/6_563.mp4,6
2428,4:15 - 4:18,0,../data/short_videos/6/6_85.mp4,6
2429,1:12 - 1:15,1,../data/short_videos/6/6_24.mp4,6
2430,20:45 - 20:48,2,../data/short_videos/6/6_415.mp4,6
2431,13:24 - 13:27,1,../data/short_videos/6/6_268.mp4,6
2432,10:30 - 10:33,0,../data/short_videos/6/6_210.mp4,6
2433,22:27 - 22:30,0,../data/short_videos/6/6_449.mp4,6
2434,2:24 - 2:27,1,../data/short_videos/6/6_48.mp4,6
2435,22:54 - 22:57,0,../data/short_videos/6/6_458.mp4,6
2436,6:27 - 6:30,2,../data/short_videos/6/6_129.mp4,6
2437,7:9 - 7:12,1,../data/short_videos/6/6_143.mp4,6
2438,16:6 - 16:9,0,../data/short_videos/6/6_322.mp4,6
2439,19:0 - 19:3,2,../data/short_videos/6/6_380.mp4,6
2440,12:48 - 12:51,0,../data/short_videos/6/6_256.mp4,6
2441,5:54 - 5:57,0,../data/short_videos/6/6_118.mp4,6
2442,11:54 - 11:57,0,../data/short_videos/6/6_238.mp4,6
2443,6:0 - 6:3,2,../data/short_videos/6/6_120.mp4,6
2444,11:45 - 11:48,1,../data/short_videos/6/6_235.mp4,6
2445,5:0 - 5:3,1,../data/short_videos/6/6_100.mp4,6
2446,1:30 - 1:33,0,../data/short_videos/6/6_30.mp4,6
2447,17:9 - 17:12,0,../data/short_videos/6/6_343.mp4,6
2448,9:48 - 9:51,1,../data/short_videos/6/6_196.mp4,6
2449,13:15 - 13:18,0,../data/short_videos/6/6_265.mp4,6
2450,0:30 - 0:33,1,../data/short_videos/6/6_10.mp4,6
2451,7:21 - 7:24,2,../data/short_videos/6/6_147.mp4,6
2452,6:3 - 6:6,2,../data/short_videos/6/6_121.mp4,6
2453,21:45 - 21:48,2,../data/short_videos/6/6_435.mp4,6
2454,4:0 - 4:3,1,../data/short_videos/6/6_80.mp4,6
2455,16:18 - 16:21,0,../data/short_videos/6/6_326.mp4,6
2456,23:15 - 23:18,0,../data/short_videos/6/6_465.mp4,6
2457,21:9 - 21:12,2,../data/short_videos/6/6_423.mp4,6
2458,25:18 - 25:21,0,../data/short_videos/6/6_506.mp4,6
2459,23:51 - 23:54,2,../data/short_videos/6/6_477.mp4,6
2460,25:27 - 25:30,2,../data/short_videos/6/6_509.mp4,6
2461,28:21 - 28:24,0,../data/short_videos/6/6_567.mp4,6
2462,19:24 - 19:27,0,../data/short_videos/6/6_388.mp4,6
2463,13:42 - 13:45,2,../data/short_videos/6/6_274.mp4,6
2464,20:27 - 20:30,0,../data/short_videos/6/6_409.mp4,6
2465,8:18 - 8:21,1,../data/short_videos/6/6_166.mp4,6
2466,24:45 - 24:48,0,../data/short_videos/6/6_495.mp4,6
2467,28:0 - 28:3,0,../data/short_videos/6/6_560.mp4,6
2468,27:42 - 27:45,0,../data/short_videos/6/6_554.mp4,6
2469,1:21 - 1:24,1,../data/short_videos/6/6_27.mp4,6
2470,12:24 - 12:27,1,../data/short_videos/6/6_248.mp4,6
2471,1:9 - 1:12,1,../data/short_videos/6/6_23.mp4,6
2472,28:57 - 29:0,0,../data/short_videos/6/6_579.mp4,6
2473,27:45 - 27:48,0,../data/short_videos/6/6_555.mp4,6
2474,7:42 - 7:45,0,../data/short_videos/6/6_154.mp4,6
2475,12:54 - 12:57,0,../data/short_videos/6/6_258.mp4,6
2476,9:42 - 9:45,0,../data/short_videos/6/6_194.mp4,6
2477,24:57 - 25:0,0,../data/short_videos/6/6_499.mp4,6
2478,28:12 - 28:15,0,../data/short_videos/6/6_564.mp4,6
2479,5:30 - 5:33,2,../data/short_videos/6/6_110.mp4,6
2480,4:36 - 4:39,1,../data/short_videos/6/6_92.mp4,6
2481,1:15 - 1:18,1,../data/short_videos/6/6_25.mp4,6
2482,26:9 - 26:12,0,../data/short_videos/6/6_523.mp4,6
2483,13:36 - 13:39,1,../data/short_videos/6/6_272.mp4,6
2484,17:30 - 17:33,1,../data/short_videos/6/6_350.mp4,6
2485,7:36 - 7:39,0,../data/short_videos/6/6_152.mp4,6
2486,1:36 - 1:39,1,../data/short_videos/6/6_32.mp4,6
2487,14:45 - 14:48,0,../data/short_videos/6/6_295.mp4,6
2488,5:27 - 5:30,0,../data/short_videos/6/6_109.mp4,6
2489,13:57 - 14:0,0,../data/short_videos/6/6_279.mp4,6
2490,21:18 - 21:21,2,../data/short_videos/6/6_426.mp4,6
2491,25:57 - 26:0,0,../data/short_videos/6/6_519.mp4,6
2492,26:3 - 26:6,0,../data/short_videos/6/6_521.mp4,6
2493,4:18 - 4:21,0,../data/short_videos/6/6_86.mp4,6
2494,27:51 - 27:54,0,../data/short_videos/6/6_557.mp4,6
2495,17:42 - 17:45,1,../data/short_videos/6/6_354.mp4,6
2496,18:42 - 18:45,0,../data/short_videos/6/6_374.mp4,6
2497,20:6 - 20:9,2,../data/short_videos/6/6_402.mp4,6
2498,15:27 - 15:30,2,../data/short_videos/6/6_309.mp4,6
2499,29:18 - 29:21,0,../data/short_videos/6/6_586.mp4,6
2500,6:51 - 6:54,0,../data/short_videos/6/6_137.mp4,6
2501,7:18 - 7:21,2,../data/short_videos/6/6_146.mp4,6
2502,25:12 - 25:15,0,../data/short_videos/6/6_504.mp4,6
2503,7:3 - 7:6,1,../data/short_videos/6/6_141.mp4,6
2504,28:45 - 28:48,0,../data/short_videos/6/6_575.mp4,6
2505,19:30 - 19:33,1,../data/short_videos/6/6_390.mp4,6
2506,24:30 - 24:33,0,../data/short_videos/6/6_490.mp4,6
2507,14:57 - 15:0,2,../data/short_videos/6/6_299.mp4,6
2508,2:57 - 3:0,2,../data/short_videos/6/6_59.mp4,6
2509,4:45 - 4:48,1,../data/short_videos/6/6_95.mp4,6
2510,15:3 - 15:6,0,../data/short_videos/6/6_301.mp4,6
2511,22:6 - 22:9,0,../data/short_videos/6/6_442.mp4,6
2512,12:30 - 12:33,0,../data/short_videos/6/6_250.mp4,6
2513,10:27 - 10:30,0,../data/short_videos/6/6_209.mp4,6
2514,3:33 - 3:36,0,../data/short_videos/6/6_71.mp4,6
2515,3:57 - 4:0,1,../data/short_videos/6/6_79.mp4,6
2516,15:9 - 15:12,0,../data/short_videos/6/6_303.mp4,6
2517,6:15 - 6:18,2,../data/short_videos/6/6_125.mp4,6
2518,26:48 - 26:51,0,../data/short_videos/6/6_536.mp4,6
2519,24:3 - 24:6,0,../data/short_videos/6/6_481.mp4,6
2520,5:48 - 5:51,0,../data/short_videos/6/6_116.mp4,6
2521,25:24 - 25:27,2,../data/short_videos/6/6_508.mp4,6
2522,10:24 - 10:27,0,../data/short_videos/6/6_208.mp4,6
2523,0:3 - 0:6,2,../data/short_videos/6/6_1.mp4,6
2524,3:9 - 3:12,0,../data/short_videos/6/6_63.mp4,6
2525,17:0 - 17:3,0,../data/short_videos/6/6_340.mp4,6
2526,14:18 - 14:21,2,../data/short_videos/6/6_286.mp4,6
2527,23:48 - 23:51,1,../data/short_videos/6/6_476.mp4,6
2528,19:21 - 19:24,0,../data/short_videos/6/6_387.mp4,6
2529,28:30 - 28:33,0,../data/short_videos/6/6_570.mp4,6
2530,24:33 - 24:36,0,../data/short_videos/6/6_491.mp4,6
2531,10:45 - 10:48,2,../data/short_videos/6/6_215.mp4,6
2532,18:57 - 19:0,0,../data/short_videos/6/6_379.mp4,6
2533,25:9 - 25:12,0,../data/short_videos/6/6_503.mp4,6
2534,6:36 - 6:39,2,../data/short_videos/6/6_132.mp4,6
2535,11:39 - 11:42,1,../data/short_videos/6/6_233.mp4,6
2536,9:33 - 9:36,0,../data/short_videos/6/6_191.mp4,6
2537,4:57 - 5:0,1,../data/short_videos/6/6_99.mp4,6
2538,20:9 - 20:12,2,../data/short_videos/6/6_403.mp4,6
2539,3:6 - 3:9,0,../data/short_videos/6/6_62.mp4,6
2540,9:3 - 9:6,0,../data/short_videos/6/6_181.mp4,6
2541,16:27 - 16:30,0,../data/short_videos/6/6_329.mp4,6
2542,19:27 - 19:30,1,../data/short_videos/6/6_389.mp4,6
2543,3:36 - 3:39,1,../data/short_videos/6/6_72.mp4,6
2544,15:18 - 15:21,0,../data/short_videos/6/6_306.mp4,6
2545,11:6 - 11:9,0,../data/short_videos/6/6_222.mp4,6
2546,27:15 - 27:18,0,../data/short_videos/6/6_545.mp4,6
2547,13:0 - 13:3,0,../data/short_videos/6/6_260.mp4,6
2548,22:18 - 22:21,0,../data/short_videos/6/6_446.mp4,6
2549,29:24 - 29:27,0,../data/short_videos/6/6_588.mp4,6
2550,11:33 - 11:36,0,../data/short_videos/6/6_231.mp4,6
2551,17:33 - 17:36,1,../data/short_videos/6/6_351.mp4,6
2552,14:9 - 14:12,0,../data/short_videos/6/6_283.mp4,6
2553,7:39 - 7:42,0,../data/short_videos/6/6_153.mp4,6
2554,7:27 - 7:30,1,../data/short_videos/6/6_149.mp4,6
2555,6:48 - 6:51,0,../data/short_videos/6/6_136.mp4,6
2556,29:21 - 29:24,0,../data/short_videos/6/6_587.mp4,6
2557,2:39 - 2:42,1,../data/short_videos/6/6_53.mp4,6
2558,20:51 - 20:54,2,../data/short_videos/6/6_417.mp4,6
2559,16:15 - 16:18,0,../data/short_videos/6/6_325.mp4,6
